idPot,idAccession,LifeCycleDuration,Final_rosetteDM,FruitNumber,LogisticCoeff_A,LogisticCoeff_B,LogisticCoeff_tinf,Minf,GRinf,RGRinf
742,6074,88,1476.5,58,1476.5,3.487890016,30.83393636,3.749664414,105.8304586,143.3531441
743,9442,103,1488.39,35,1488.39,6.402242823,47.15854097,4.47475338,58.11986679,78.09763138
744,7323,45,208.44,169,208.44,2.650040715,21.2794379,2.913194367,19.66384882,188.6763464
745,9629,41,144.71,229,144.71,3.942601302,21.64758027,7.168098841,9.176048306,126.8198232
746,7058,79,1276.11,80,1276.11,4.380897837,33.9697917,5.343824884,72.82240122,114.1318557
747,7427,85,962.03,44,962.03,6.028439852,41.0427301,5.550449942,39.89547974,82.94019884
748,7231,56,259.59,292,259.59,4.188433117,26.58816351,4.853784017,15.49445776,119.376384
749,6975,53,308.76,306,308.76,4.179129939,26.66007308,5.6275636,18.47035176,119.6421282
75,9944,46,112.5,73,112.5,4.473961145,23.3901832,5.37153758,6.28637556,111.7577877
750,7418,53,380.44,327,380.44,4.134014063,26.44001714,7.000540393,23.00669483,120.9478227
751,6964,96,1617.86,66,1617.86,5.388911806,43.20838313,3.40212532,75.05504164,92.78311058
752,6987,43,101.21,227,101.21,5.043298343,23.14977252,6.949610126,5.017053975,99.14146774
753,9960,47,182.87,155,182.87,4.949809082,26.30318135,6.544548538,9.23621482,101.013997
754,5867,124,2155.41,38,2155.41,4.653471048,36.44962904,7.304510798,115.7958209,107.4466769
755,7031,52,343.59,249,343.59,4.72640879,28.66852214,6.491813588,18.1739464,105.7885643
756,6073,78,1136.43,161,1136.43,5.030100766,37.87792283,4.434954373,56.48147287,99.40158721
757,7384,61,856.74,158,856.74,4.108086075,31.57570862,4.463357564,52.13741779,121.7111791
758,6088,120,2747.16,NA,2747.16,NA,NA,NA,131.4974464,95.73337296
759,139,53,280.79,196,280.79,3.603549189,23.20789048,7.008238221,19.4801004,138.7520952
76,7282,49,230.44,141,230.44,3.576303532,23.2846056,5.481061235,16.10881165,139.8091621
760,7319,50,370.39,260,370.39,3.469044745,28.23720577,1.919824252,26.69250667,144.131897
762,7411,52,313.32,230,313.32,3.770317353,25.78363569,4.691950852,20.77543948,132.6148314
763,6915,55,528.34,136,528.34,3.706003631,25.7309194,7.469213049,35.64081775,134.9162197
764,9782,44,105.75,NA,105.75,NA,NA,NA,5.651814194,106.890103
765,7308,56,151.52,166,151.52,4.508378894,27.45146846,3.093167184,8.402133204,110.9046093
767,7182,48,171.97,276,171.97,4.583893927,26.46489023,4.610085101,9.379034656,109.0775677
768,7167,44,116.54,126,116.54,4.00795671,24.98493339,2.70725182,7.269290092,124.7518464
769,5253,42,172.83,165,172.83,3.82769032,22.84836112,5.820369528,11.2881389,130.6270775
77,9943,47,90.46,132,90.46,2.63515404,24.33172732,0.391372357,8.582040995,189.7422285
770,9653,37,79.29,126,79.29,4.19723758,21.08557541,5.275636408,4.722749099,119.1259705
771,9549,65,766.81,99,766.81,3.708399697,28.03088032,5.88473843,51.69413107,134.8290478
772,9803,60,542.42,138,542.42,4.769017444,31.30017016,6.161083218,28.43457832,104.8433993
773,6145,108,2354.41,43,2354.41,5.195958708,41.24677775,5.742725681,113.2808271,96.22863231
774,7378,58,588.62,225,588.62,4.362816971,28.94715642,7.553365811,33.72935445,114.6048535
775,6177,62,926.91,34,926.91,4.030463593,31.35119246,4.615459273,57.49400649,124.0552082
776,5874,57,609.94,153,609.94,3.983250444,26.61026262,9.281282465,38.28154974,125.5256246
777,8240,66,882.47,49,882.47,4.931587336,35.2872655,5.202814805,44.73559626,101.3872342
778,10014,60,1073.9,56,1073.9,3.523379548,29.62473719,4.077102593,76.19814907,141.9092077
779,7092,47,441.47,256,441.47,3.896375731,25.67226263,7.768596485,28.32568202,128.32438
78,7064,81,292.22,160,292.22,8.058791632,44.23140281,4.118965749,9.065254859,62.04404119
780,6898,45,225.12,167,225.12,4.051107021,24.69208931,5.833936816,13.89249894,123.4230538
781,7458,56,365.38,122,365.38,4.181425914,28.12564269,4.72618863,21.84541874,119.5764341
783,9512,34,14.21,62,14.21,3.898621776,12.69334848,4.743935076,0.911219452,128.2504507
784,9766,37,72.76,79,72.76,3.631938716,19.76001907,4.636878554,5.008344419,137.6675211
786,7165,59,452.98,132,452.98,4.580426136,30.4402239,5.164792294,24.72368217,109.1601491
787,9948,79,1583.38,135,1583.38,4.785564184,37.0200366,5.571349728,82.71647497,104.4808889
788,9386,80,1325.24,36,1325.24,5.0021672,36.01084402,7.271277736,66.23329184,99.95667477
789,10003,58,596.64,148,596.64,4.629239911,29.89069942,8.012800093,32.22127236,108.0090921
790,6956,54,274.95,265,274.95,4.11274152,25.87661996,5.671183158,16.71330417,121.5734073
791,9589,84,1435.47,63,1435.47,5.305124335,40.09126876,4.921922253,67.64544568,94.24849795
792,9559,42,136.23,131,136.23,2.491225477,18.4202739,4.485681545,13.67098254,200.7044343
795,9557,78,737.1,245,737.1,5.649458031,36.75895838,6.407311732,32.6181731,88.50406485
8,9659,51,229.66,136,229.66,3.898396343,24.62417141,5.270129668,14.72785088,128.2578671
80,10001,60,552.11,260,552.11,3.761500927,28.24462006,4.287036861,36.69479356,132.9256618
800,9907,52,662.06,NA,662.06,NA,NA,NA,48.21241084,145.64363
801,6043,104,1381.82,38,1381.82,5.951331539,43.9743141,4.568358765,58.04667371,84.01481193
802,9946,40,25.02,272,25.02,2.178500518,13.3998907,4.342283134,2.871240997,229.5156673
803,9727,39,43.61,134,43.61,4.760868269,20.10474146,4.663354159,2.290023454,105.0228596
804,9553,72,962.57,82,962.57,4.817579584,34.46075137,5.965516647,49.95091328,103.7865574
805,9913,60,673.95,146,673.95,4.129318763,30.66747016,4.4880517,40.80273519,121.0853481
806,8230,134,2165.41,25,2165.41,6.322076569,48.71749462,4.730374906,85.62890595,79.08793804
807,9565,56,697.98,140,697.98,4.013128962,30.04530315,4.695055187,43.48103479,124.5910622
808,9768,58,546.58,154,546.58,3.695553452,26.06220172,6.98979377,36.97551713,135.2977318
809,9128,53,345.86,152,345.86,4.460708024,27.91800149,6.118599877,19.38369414,112.0898291
81,9925,60,610.29,150,610.29,2.505756586,22.03009286,4.976684784,60.88879537,199.5405311
810,7328,34,51.43,155,51.43,3.291334797,15.36783467,8.419463495,3.906469804,151.9140503
811,7396,56,418.18,151,418.18,4.116081028,28.2304718,4.928192755,25.39915985,121.4747709
812,9942,67,734.87,70,734.87,3.908763091,31.45346199,3.025308655,47.00144156,127.917704
813,6968,59,401.6,107,401.6,4.323026546,29.18045103,4.696800731,23.22446993,115.6597108
814,9736,52,592.56,NA,592.56,NA,NA,NA,46.23739053,156.0597763
815,6244,79,933.69,NA,933.69,NA,NA,NA,44.20264162,94.6837636
817,7520,47,201.66,197,201.66,4.536781526,24.42138813,8.060850669,11.11250337,110.2102883
818,8334,58,543.49,179,543.49,3.945763502,27.15848806,6.935020537,34.43503391,126.7181877
819,10006,122,3077.18,104,3077.18,5.306911554,45.02475139,4.181090831,144.9609612,94.21675769
82,8369,69,591.88,131,591.88,5.131177426,38.14455051,2.445270481,28.83743588,97.44352192
821,9582,68,1336.07,146,1336.07,3.893452677,31.32426058,5.564240973,85.78953636,128.420721
822,768,54,394.59,207,394.59,4.056268714,27.27291081,5.504001172,24.31976453,123.2659952
823,7075,83,1746.63,55,1746.63,4.720020589,37.24439374,5.42079756,92.51177866,105.9317413
824,9994,52,408.7,87,408.7,3.081242948,22.63439642,6.660066081,33.1603193,162.2721767
825,9637,51,439.55,128,439.55,3.883662816,26.62460362,5.997615751,28.29480962,128.7444414
826,9726,44,220.15,208,220.15,2.5721516,19.70248327,4.950256229,21.39745573,194.3897864
827,6424,49,386.76,NA,386.76,NA,NA,NA,28.39115632,146.8153704
828,763,35,103.19,89,103.19,3.674775123,18.47880405,9.340787997,7.020157461,136.0627476
829,10018,67,1212.2,65,1212.2,3.513745755,30.23994582,3.806946726,86.24699142,142.2982865
83,10018,66,1067.44,108,1067.44,4.109866074,32.57767768,4.372707745,64.9315562,121.6584655
830,9758,45,166.39,228,166.39,3.248249762,21.67284105,4.453219636,12.80612732,153.92905
831,7518,92,1643.06,36,1643.06,4.057776333,34.73502235,3.692696657,101.2290886,123.2201972
832,7382,44,187.39,304,187.39,3.770101222,22.56798911,6.453057055,12.42605894,132.6224339
833,9760,35,56.54,136,56.54,3.328395146,15.49072153,9.111695697,4.246791436,150.2225481
834,9801,46,391.61,NA,391.61,NA,NA,NA,26.93792115,137.5752465
835,9643,50,397.98,97,397.98,3.2753622,24.65706784,4.482270145,30.37679314,152.6548728
836,6959,49,197.11,234,197.11,4.022610425,23.56557662,6.538424007,12.25012984,124.2973958
838,10004,45,225.23,310,225.23,3.71220691,21.93223033,8.700698787,15.16820085,134.6907681
839,9798,48,241.65,173,241.65,3.806448002,23.82195053,6.234863313,15.87109556,131.3560568
84,7077,42,37.78,166,37.78,5.074056749,22.26377488,3.093758013,1.861429713,98.54048244
841,9579,57,676.63,66,676.63,4.46044193,30.95627582,6.109247698,37.9239328,112.096516
842,9926,50,277.44,152,277.44,4.243512682,25.92773097,6.353508505,16.34494939,117.8269131
843,6390,39,123.86,167,123.86,4.429148389,21.80796553,8.052343826,6.991185952,112.8885185
844,6909,47,353.18,NA,353.18,NA,NA,NA,28.06866297,158.9482019
845,6970,35,93.21,136,93.21,3.07026781,17.67426717,7.073726128,7.589728793,162.8522432
846,9947,88,524.44,67,524.44,6.735869736,42.27518238,4.316852845,19.46445005,74.22946399
847,7372,61,592.96,236,592.96,4.897059947,31.53163834,7.214089804,30.27122429,102.1020787
848,7126,69,835.16,104,835.16,5.058267249,35.74758409,5.11044741,41.27698077,98.84807887
85,9959,55,265.7,176,265.7,3.940746212,26.53724951,3.939109933,16.85594464,126.8795231
850,7127,35,123.3,161,123.3,3.868808235,19.70314976,9.28400093,7.967569889,129.2387654
851,6108,56,591.15,168,591.15,4.110179817,29.39849395,5.225597012,35.95645607,121.6491789
852,8387,49,258.63,272,258.63,4.387011384,26.45994725,5.931193876,14.73839348,113.9728066
854,6023,66,774.33,96,774.33,5.201477931,34.62824317,6.742278247,37.21682617,96.12652531
856,9596,50,217.06,291,217.06,3.383825512,24.61812321,2.848984093,16.03658339,147.7617561
857,6076,80,1615.61,71,1615.61,4.720860062,37.8207784,4.443998524,85.55697367,105.9129043
858,9794,50,315.52,108,315.52,4.414202108,26.39306347,7.511374531,17.86959411,113.2707538
86,7213,66,332.27,181,332.27,5.203153887,36.16918436,2.159641063,15.96483629,96.09556258
860,9748,57,448.75,172,448.75,4.028387002,26.99226522,6.512451105,27.84923592,124.1191573
861,7347,46,279.53,109,279.53,4.10220664,24.25199202,8.401148365,17.03534369,121.8856201
862,8369,61,583.4,95,583.4,4.878656487,31.96415014,6.396547176,29.89552562,102.4872322
864,9941,43,224.28,196,224.28,3.565181602,21.43394989,8.724227975,15.72710909,140.2453103
865,9971,43,256.07,159,256.07,3.202359494,21.82436434,6.224246789,19.99072875,156.1348752
866,7213,57,355.08,175,355.08,5.0875188,30.36269254,6.371007904,17.44858417,98.2797351
867,9770,49,249.8,145,249.8,3.797018399,24.28365738,5.673896352,16.44711546,131.6822695
869,7036,51,227.64,106,227.64,4.776423151,28.6832865,4.46553695,11.9147735,104.6808426
87,10015,40,175.21,99,175.21,3.636131379,22.66627273,5.218960457,12.04645692,137.5087828
870,6936,47,294.68,278,294.68,3.889514947,23.43722005,9.025501256,18.9406651,128.5507337
871,7413,43,75.98,185,75.98,3.724858593,21.77624386,3.087785218,5.099522446,134.2332836
872,6984,42,196.3,138,196.3,3.560463863,22.2438825,6.105573754,13.78331641,140.4311402
873,7064,63,512.92,254,512.92,5.785800121,31.80788384,11.56639257,22.16288107,86.418471
874,992,70,1164.2,50,1164.2,4.948160577,34.1675721,8.741655836,58.81983729,101.0476504
875,8222,70,1359.54,74,1359.54,3.537308942,29.0454751,6.20995006,96.08575491,141.3503904
876,7218,42,160.1,147,160.1,3.242654698,20.71028769,5.678832368,12.34328158,154.1946481
877,8354,44,314.16,199,314.16,3.189640359,21.18595651,9.146676988,24.62346571,156.7574848
878,7148,69,1622.35,63,1622.35,3.477414878,27.96828439,9.19636041,116.6347745,143.7849718
879,NA,41,311.19,123,311.19,NA,NA,NA,23.48360804,150.9277807
88,6987,42,155.68,332,155.68,4.217304859,21.52924582,9.497789835,9.228642772,118.5591312
880,7353,58,544.58,160,544.58,3.911126902,27.31468659,6.430826841,34.8096606,127.840393
881,9606,40,157.37,149,157.37,2.261903643,17.64891996,5.173467783,17.39353492,221.0527409
882,9737,48,441.8,188,441.8,3.954597608,25.88445447,7.816991439,27.92951672,126.4351141
883,7000,59,586.38,172,586.38,4.308173908,29.3550277,6.489658219,34.0271779,116.0584532
884,8325,49,466.9,289,466.9,3.412888853,22.09897562,13.0995027,34.20123099,146.5034525
885,9804,47,339.85,197,339.85,3.670742635,24.68229099,6.113724797,23.14586133,136.2122191
886,7207,50,424.79,187,424.79,3.701984338,25.81697145,5.842621514,28.68664216,135.0627
887,6938,40,235.56,163,235.56,3.801549523,21.96649467,9.699957974,15.49105165,131.5253154
888,9998,48,507.95,185,507.95,3.831257055,25.5146983,8.702377321,33.14512657,130.5054693
889,7460,31,100.4,135,100.4,2.829355534,15.85966312,11.2392983,8.871278174,176.7186887
890,5811,48,157.4,154,157.4,4.64610737,26.55038132,4.343174205,8.469455581,107.6169705
891,9427,58,633.36,79,633.36,4.23975642,29.90592831,5.736653832,37.34648511,117.9313032
892,9944,42,143.57,76,143.57,4.079635104,22.13367114,6.978206026,8.797968222,122.5599808
893,9914,58,641.36,184,641.36,4.607544928,31.9253528,5.45467843,34.79944363,108.5176613
894,9775,46,545.17,192,545.17,3.24553167,23.35969024,8.745957775,41.99389001,154.0579636
895,9481,103,3039.66,NA,3039.66,NA,NA,NA,166.4456586,109.5159712
896,9437,60,833.3,162,833.3,4.72046257,31.42275652,8.815255485,44.13232748,105.9218228
897,8386,44,165.82,223,165.82,4.547602662,24.27453083,6.88656287,9.115792008,109.9480401
898,9917,47,410.5,144,410.5,4.069896702,25.59960406,8.69751035,25.21562769,122.8532409
899,6154,79,1361.83,56,1361.83,4.070386541,30.80133763,8.167482808,83.64254759,122.8384565
9,9557,77,728.85,191,728.85,5.90268836,40.15959133,4.375320707,30.8694088,84.70716553
90,108,65,277.23,217,277.23,4.7316466,35.49475737,1.261310167,14.6476493,105.6714591
900,9628,39,118.47,128,118.47,4.103467251,21.10363655,7.419205548,7.217676707,121.848176
901,10012,142,2621.88,247,2621.88,5.973973881,48.94144077,3.863821507,109.720935,83.696382
902,6035,67,788.2,NA,788.2,NA,NA,NA,51.78904151,131.4109148
903,7071,52,474.21,149,474.21,4.046435519,26.66030764,7.600490901,29.29800795,123.5655425
904,7288,57,456.22,232,456.22,4.330521524,30.1382704,4.319550102,26.33747445,115.4595347
906,9908,50,244.08,232,244.08,4.351448869,25.6498932,6.514082834,14.02291555,114.9042572
907,9739,57,487.63,195,487.63,4.224707683,27.64231143,7.376724329,28.85584262,118.3513837
908,9757,65,1057.49,89,1057.49,4.68304523,33.35350027,7.170891788,56.45311693,106.7681339
909,9800,56,452.73,215,452.73,3.581905872,25.6595055,5.64579393,31.59840153,139.5904912
91,9934,40,134.24,273,134.24,3.975222733,22.38012285,5.707931103,8.442294244,125.7791157
910,9564,75,1037.8,58,1037.8,2.854394103,25.56965367,4.419225815,90.89494675,175.1685233
911,9568,90,1520.22,56,1520.22,6.375087723,45.73396313,5.571632902,59.61565025,78.43029331
912,9394,95,1672.29,36,1672.29,5.863875779,42.16727735,6.904295486,71.29627498,85.26783629
913,5984,44,179.9,192,179.9,3.844988152,22.35249673,6.960952859,11.69704515,130.0394124
914,9723,53,529.47,151,529.47,4.038679066,27.7028944,6.52820758,32.7749489,123.8028553
915,9612,48,276.86,128,276.86,3.643543165,22.42141072,8.86242924,18.99661864,137.229059
916,6069,111,2592.64,18,2592.64,5.994083432,48.52204356,4.187640822,108.1332963,83.41558899
917,10015,40,183.34,176,183.34,3.706836579,22.02297035,6.886738496,12.36499075,134.8859032
918,9986,97,2063.75,42,2063.75,4.958354183,42.12195982,3.165761486,104.0541843,100.8399121
919,4931,47,180.66,173,180.66,3.875592116,24.12894853,4.596170228,11.65370314,129.0125444
92,8351,66,572.63,111,572.63,5.010422214,35.64946407,3.404352754,28.57194342,99.79198931
920,9527,61,885.26,329,885.26,4.18605982,30.14581584,7.136277174,52.86952635,119.4440647
921,9572,83,1522.65,107,1522.65,1.888616368,22.08716362,2.525748285,201.5562855,264.7440785
922,9976,47,285.61,231,285.61,4.15000542,25.57411891,6.54467062,17.20539922,120.4817704
923,7282,46,225.19,196,225.19,3.768249328,23.44347247,6.181410413,14.93996153,132.6876107
924,7003,49,287.96,NA,287.96,NA,NA,NA,17.04628189,118.3934011
925,7516,106,2610.6,23,2610.6,6.667866139,50.51704914,5.980939254,97.87988937,74.98650837
926,6445,50,167.57,NA,167.57,NA,NA,NA,10.05435321,120.0018286
927,9542,110,2102.32,53,2102.32,7.083322989,52.24569398,5.387729477,74.19963778,70.58833838
929,9929,54,357.33,177,357.33,4.402456284,27.92523917,5.990105955,20.29151325,113.572962
93,8325,52,461.16,222,461.16,4.260946532,26.49261215,9.416554362,27.05736839,117.3448191
930,7322,56,446.97,296,446.97,4.357288566,29.49970538,5.032793724,25.64496207,114.750261
932,9769,54,217.44,150,217.44,4.776299745,25.48786015,8.17399611,11.38119526,104.6835472
934,9535,80,1429.32,133,1429.32,4.212016435,32.52861255,6.763619841,84.8358513,118.7079888
935,9987,78,1450.48,61,1450.48,3.050390834,27.36091476,4.878835929,118.8765701,163.913422
937,9580,50,287.17,NA,287.17,NA,NA,NA,17.2215484,119.9397458
938,7349,53,335.43,271,335.43,4.298948808,26.96764269,6.355720071,19.50651281,116.3075027
939,430,55,327.61,107,327.61,3.591923966,25.87056196,3.901811896,22.8018468,139.2011648
94,9598,67,732.84,129,732.84,4.932107847,37.49488321,2.768954784,37.14638967,101.3765342
940,9781,48,218.65,NA,218.65,NA,NA,NA,14.0908523,128.8895705
942,9778,58,648.93,203,648.93,2.430123549,22.59077363,3.627682496,66.75895145,205.7508559
943,9974,52,299.21,167,299.21,3.815222318,25.27153914,5.36692148,19.60632796,131.0539618
944,9547,55,350.16,270,350.16,3.949763213,27.02201093,4.643242527,22.16335392,126.5898671
945,9130,51,350.14,143,350.14,3.689660606,25.25656654,5.515184671,23.72440432,135.5138191
946,9321,84,1146.88,54,1146.88,5.440718977,39.93168702,4.661356848,52.6989174,91.8996188
947,7298,62,512.53,161,512.53,5.011234199,32.93621463,5.218272608,25.56905044,99.77581971
948,6931,37,80.46,191,80.46,3.422070458,18.32554607,6.492982369,5.878020411,146.1103756
95,9649,57,730.25,181,730.25,3.840670538,30.05293957,3.922749125,47.53401735,130.1856004
950,7333,40,156.06,NA,156.06,NA,NA,NA,10.02598126,128.4888025
951,9524,69,999.46,111,999.46,3.825927142,33.59319177,2.092708424,65.30835291,130.687277
952,5907,55,261.51,181,261.51,4.670748726,27.56595574,5.945479855,13.99722054,107.0492183
954,7209,56,188.61,144,188.61,4.619819277,27.6144119,4.075701709,10.20656809,108.2293419
955,8376,80,1357.08,53,1357.08,5.588413341,40.76543195,5.494874049,60.70953941,89.47083358
956,7164,61,736.11,87,736.11,4.379848547,31.52233832,5.366184595,42.01686383,114.1591986
957,7373,57,678.61,132,678.61,4.423322719,30.69498097,6.247567958,38.35408601,113.0371967
959,9933,42,106.24,141,106.24,4.793871317,23.16926088,6.401006724,5.540407375,104.2998376
96,8354,51,315.92,228,315.92,4.030646006,26.39629155,5.315430506,19.59487385,124.0495939
960,6974,96,1838.18,38,1838.18,2.27896205,23.16425664,5.680332735,201.6466224,219.3981247
97,9564,94,1210.76,60,1210.76,1.254509158,22.68286587,0.049249286,241.2816185,398.562256
98,9654,45,220.12,184,220.12,4.10988354,24.3751464,6.466618622,13.38967381,121.6579485
99,9453,92,1352.27,39,1352.27,6.297116677,46.83360158,3.886005031,53.68607846,79.40141904
